experimentalBlock.thisRepN,experimentalBlock.thisTrialN,experimentalBlock.thisN,experimentalBlock.thisIndex,thisRow.t,notes,Instruction.started,instImage.started,Instruction.stopped,Instruction2.started,instImage2.started,Instruction2.stopped,starttask.started,startText.started,moveOn_3.started,starttask.stopped,moveOn_3.keys,moveOn_3.rt,moveOn_3.duration,sequenceGeneration.started,sequenceGeneration.stopped,experimentalTrial.started,myExp.trial,myExp.word,myExp.color,myExp.congruent,myExp.expectedResponse,stroopStim.started,stroopResp.started,experimentalTrial.stopped,myExp.observedResponse,myExp.trialDuration,myExp.Accuracy,myExp.RT_allTrials,myExp.RT_correctTrials,myExp.step,stroopResp.keys,stroopResp.corr,stroopResp.rt,stroopResp.duration,blank.started,fbSound.started,blankPeriod.started,fbSound.stopped,blank.stopped,stroopStim.stopped,stroopResp.stopped,End.started,endImage.started,endText.started,moveOn_4.started,End.stopped,moveOn_4.keys,moveOn_4.rt,moveOn_4.duration,participant,date,expName,psychopyVersion,frameRate,expStart,
104,0,104,0,79.80526660000032,,,,,,,,,,,,,,,,,79.79121230000055,105,red,yellow,0.0,s,79.80526660000032,79.80526660000032,80.33837560000029,nan,0.5480918999994169,0.0,,,0.05,None,0,,,80.34203549999984,0.0008589999997639097,0.0008589999997639097,0.04447070000060194,80.4036802999999,80.35303369999929,80.35303369999929,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
105,0,105,0,80.43069149999974,,,,,,,,,,,,,,,,,80.40556610000021,106,yellow,blue,0.0,l,80.43069149999974,80.43069149999974,81.02196619999995,nan,0.5980918999994169,0.0,,,0.05,None,0,,,81.02542869999888,0.0007697000000916887,0.0007697000000916887,0.04472229999919364,81.08323070000006,81.03625800000009,81.03625800000009,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
106,0,106,0,81.09862040000007,,,,,,,,,,,,,,,,,81.08485859999928,107,red,red,1.0,m,81.09862040000007,81.09862040000007,81.58986619999996,m,0.648091899999417,1.0,0.48842340000010154,0.48842340000010154,0.0,m,1,0.48842340000010154,None,81.59574210000028,0.0007787000013195211,0.0007787000013195211,0.14916080000148213,81.7509528999999,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
107,0,107,0,81.77076619999934,,,,,,,,,,,,,,,,,81.75327979999929,108,blue,green,0.0,c,81.77076619999934,81.77076619999934,82.25568650000059,c,0.648091899999417,1.0,0.473989399999482,0.473989399999482,-0.05,c,1,0.473989399999482,None,82.2617126999994,0.0006892000001244014,0.0006892000001244014,0.1637006000000838,82.43112429999928,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
108,0,108,0,82.44725590000053,,,,,,,,,,,,,,,,,82.43284979999953,109,red,red,1.0,m,82.44725590000053,82.44725590000053,83.03831580000042,nan,0.5980918999994169,0.0,,,0.0,None,0,,,83.04184329999953,0.0006874000009702286,0.0006874000009702286,0.04460500000095635,83.10373339999933,83.0531262000004,83.0531262000004,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
109,0,109,0,83.12565499999982,,,,,,,,,,,,,,,,,83.10636949999935,110,yellow,yellow,1.0,s,83.12565499999982,83.12565499999982,83.63889000000017,s,0.5980918999994169,1.0,0.49779810000109137,0.49779810000109137,0.0,s,1,0.49779810000109137,None,83.64527760000055,0.0006276000003708759,0.0006276000003708759,0.09037870000065595,83.73740940000062,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
110,0,110,0,83.76153599999998,,,,,,,,,,,,,,,,,83.73920220000036,111,green,red,0.0,m,83.76153599999998,83.76153599999998,84.27249579999989,m,0.5980918999994169,1.0,0.4956849999998667,0.4956849999998667,-0.05,m,1,0.4956849999998667,None,84.27827099999922,0.0006172000012156786,0.0006172000012156786,0.09250140000040119,84.37655470000027,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
111,0,111,0,84.3952162000005,,,,,,,,,,,,,,,,,84.37834519999888,112,blue,yellow,0.0,s,84.3952162000005,84.3952162000005,84.93856059999962,nan,0.5480918999994169,0.0,,,0.05,None,0,,,84.94220479999967,0.000815100000181701,0.000815100000181701,0.044396400000550784,85.00440659999913,84.95271180000054,84.95271180000054,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
112,0,112,0,85.02083080000011,,,,,,,,,,,,,,,,,85.00623090000045,113,red,red,1.0,m,85.02083080000011,85.02083080000011,85.50573939999958,m,0.5980918999994169,1.0,0.4698777000012342,0.4698777000012342,0.0,m,1,0.4698777000012342,None,85.51150779999989,0.0007825000011507655,0.0007825000011507655,0.11783839999952761,85.63555389999965,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
113,0,113,0,85.65851870000006,,,,,,,,,,,,,,,,,85.63748099999975,114,yellow,green,0.0,c,85.65851870000006,85.65851870000006,86.08861609999985,c,0.5980918999994169,1.0,0.42150020000008226,0.42150020000008226,-0.05,c,1,0.42150020000008226,None,86.0951884999995,0.0008271000006061513,0.0008271000006061513,0.1653974000000744,86.2647352999993,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
114,0,114,0,86.27770749999945,,,,,,,,,,,,,,,,,86.266106699999,115,green,yellow,0.0,s,86.27770749999945,86.27770749999945,86.68861789999937,c,0.5480918999994169,0.0,0.3932719000003999,,0.05,c,0,0.3932719000003999,None,86.6939315999989,0.0007015999999566702,0.0007015999999566702,0.1451058999991801,86.84490469999946,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
115,0,115,0,86.86330570000064,,,,,,,,,,,,,,,,,86.84682930000054,116,blue,blue,1.0,l,86.86330570000064,86.86330570000064,87.35539339999923,l,0.5980918999994169,1.0,0.478434800001196,0.478434800001196,0.0,l,1,0.478434800001196,None,87.36154270000043,0.000780099999246886,0.000780099999246886,0.10786650000045483,87.47327269999914,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
116,0,116,0,87.4860437999996,,,,,,,,,,,,,,,,,87.4740471999994,117,yellow,green,0.0,c,87.4860437999996,87.4860437999996,88.07108189999963,nan,0.5980918999994169,0.0,,,0.05,None,0,,,88.07397089999904,0.000595799998336588,0.000595799998336588,0.04578129999936209,88.1330569999991,88.08612279999943,88.08612279999943,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
117,0,117,0,88.15613289999965,,,,,,,,,,,,,,,,,88.13640230000055,118,green,green,1.0,c,88.15613289999965,88.15613289999965,88.17377820000002,c,0.648091899999417,1.0,0.01319109999894863,0.01319109999894863,0.0,c,1,0.01319109999894863,None,88.17895089999911,0.0005744999998569256,0.0005744999998569256,0.624552199999016,88.80462570000054,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
118,0,118,0,88.81806979999965,,,,,,,,,,,,,,,,,88.8056362999996,119,yellow,yellow,1.0,s,88.81806979999965,88.81806979999965,89.38883969999915,l,0.648091899999417,0.0,0.5656683000015619,,0.0,l,0,0.5656683000015619,None,89.3953447999993,0.0007913000008556992,0.0007913000008556992,0.07312710000041989,89.47016319999966,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
119,0,119,0,89.4910848999989,,,,,,,,,,,,,,,,,89.47208390000014,120,blue,red,0.0,m,89.4910848999989,89.4910848999989,90.10566389999985,l,0.648091899999417,0.0,0.6009572000002663,,0.05,l,0,0.6009572000002663,None,90.11125159999938,0.0006799000002501998,0.0006799000002501998,0.04132700000081968,90.17348660000061,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
120,0,120,0,90.18805470000007,,,,,,,,,,,,,,,,,90.17533589999948,121,green,blue,0.0,l,90.18805470000007,90.18805470000007,90.75575299999946,l,0.698091899999417,1.0,0.5498281000000134,0.5498281000000134,-0.05,l,1,0.5498281000000134,None,90.76235280000037,0.0010103000004164642,0.0010103000004164642,0.13974419999976817,90.90389630000027,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
121,0,121,0,90.9196778000005,,,,,,,,,,,,,,,,,90.90575739999986,122,red,red,1.0,m,90.9196778000005,90.9196778000005,91.37117260000014,m,0.648091899999417,1.0,0.4348513000004459,0.4348513000004459,0.0,m,1,0.4348513000004459,None,91.3766126999999,0.0006534999993164092,0.0006534999993164092,0.20211170000038692,91.58481209999991,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
122,0,122,0,91.60542309999983,,,,,,,,,,,,,,,,,91.58819810000023,123,blue,blue,1.0,l,91.60542309999983,91.60542309999983,92.00529850000021,l,0.648091899999417,1.0,0.3955523999993602,0.3955523999993602,0.0,l,1,0.3955523999993602,None,92.01175909999984,0.0007514000008086441,0.0007514000008086441,0.2429697000006854,92.25639640000009,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
123,0,123,0,92.27330749999965,,,,,,,,,,,,,,,,,92.25812179999957,124,green,yellow,0.0,s,92.27330749999965,92.27330749999965,92.672039699999,s,0.648091899999417,1.0,0.38355589999991935,0.38355589999991935,-0.05,s,1,0.38355589999991935,None,92.67827190000025,0.0007660999999643536,0.0007660999999643536,0.25365290000081586,92.93869219999942,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
124,0,124,0,92.96456840000064,,,,,,,,,,,,,,,,,92.94071760000043,125,yellow,yellow,1.0,s,92.96456840000064,92.96456840000064,93.3556838000004,s,0.5980918999994169,1.0,0.37687389999882726,0.37687389999882726,0.0,s,1,0.37687389999882726,None,93.36249899999893,0.0007757999992463738,0.0007757999992463738,0.20906130000003031,93.57506549999925,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
125,0,125,0,93.58567709999988,,,,,,,,,,,,,,,,,93.57586839999931,126,blue,green,0.0,c,93.58567709999988,93.58567709999988,94.07218789999934,c,0.5980918999994169,1.0,0.48087950000081037,0.48087950000081037,-0.05,c,1,0.48087950000081037,None,94.07905869999922,0.0007999000008567236,0.0007999000008567236,0.10819110000011278,94.18913749999956,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
126,0,126,0,94.20828640000036,,,,,,,,,,,,,,,,,94.19086699999934,127,green,green,1.0,c,94.20828640000036,94.20828640000036,94.63894919999984,c,0.5480918999994169,1.0,0.422660199999882,0.422660199999882,0.0,c,1,0.422660199999882,None,94.6445709999989,0.0007227000005514128,0.0007227000005514128,0.11451669999951264,94.76528460000009,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
127,0,127,0,94.78138319999925,,,,,,,,,,,,,,,,,94.76725319999969,128,red,red,1.0,m,94.78138319999925,94.78138319999925,95.23873269999967,m,0.5480918999994169,1.0,0.4402879000008397,0.4402879000008397,0.0,m,1,0.4402879000008397,None,95.24487899999986,0.0007957000016176607,0.0007957000016176607,0.09747200000128942,95.34794770000008,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
128,0,128,0,95.36146430000008,,,,,,,,,,,,,,,,,95.3491142999992,129,green,yellow,0.0,s,95.36146430000008,95.36146430000008,95.8399229000006,c,0.5480918999994169,0.0,0.47530449999976554,,0.05,c,0,0.47530449999976554,None,95.84548499999983,0.0008127999990392709,0.0008127999990392709,0.06282519999876968,95.91324039999927,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
129,0,129,0,95.93080460000056,,,,,,,,,,,,,,,,,95.9150408000005,130,blue,red,0.0,m,95.93080460000056,95.93080460000056,96.48901759999899,m,0.5980918999994169,1.0,0.5448811999995087,0.5448811999995087,-0.05,m,1,0.5448811999995087,None,96.49510849999933,0.000744999999369611,0.000744999999369611,0.0435165999988385,96.55342539999947,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
130,0,130,0,96.57205950000025,,,,,,,,,,,,,,,,,96.55515960000048,131,green,green,1.0,c,96.57205950000025,96.57205950000025,97.12014970000018,nan,0.5480918999994169,0.0,,,0.0,None,0,,,97.12250610000046,0.0003936000011890428,0.0003936000011890428,0.046581200000218814,97.18355299999894,97.13556640000024,97.13556640000024,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
131,0,131,0,97.20221859999947,,,,,,,,,,,,,,,,,97.18593449999935,132,blue,blue,1.0,l,97.20221859999947,97.20221859999947,97.67199729999993,l,0.5480918999994169,1.0,0.4609405000010156,0.4609405000010156,0.0,l,1,0.4609405000010156,None,97.6779305,0.0007662999996682629,0.0007662999996682629,0.07699669999965408,97.760628,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
132,0,132,0,97.7758644000005,,,,,,,,,,,,,,,,,97.76239030000033,133,red,yellow,0.0,s,97.7758644000005,97.7758644000005,98.25503919999937,s,0.5480918999994169,1.0,0.4767306000012468,0.4767306000012468,-0.05,s,1,0.4767306000012468,None,98.26093129999936,0.0008531999992555939,0.0008531999992555939,0.06069789999855857,98.33690240000033,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
133,0,133,0,98.35159199999907,,,,,,,,,,,,,,,,,98.33835550000003,134,yellow,green,0.0,c,98.35159199999907,98.35159199999907,98.83724729999994,nan,0.4980918999994169,0.0,,,0.05,None,0,,,98.84084749999965,0.0006438000000343891,0.0006438000000343891,0.04469769999923301,98.90326950000053,98.85228370000004,98.85228370000004,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
134,0,134,0,98.92150749999928,,,,,,,,,,,,,,,,,98.9052370999998,135,blue,blue,1.0,l,98.92150749999928,98.92150749999928,99.45367339999939,nan,0.5480918999994169,0.0,,,0.0,None,0,,,99.45715589999963,0.0007463999991159653,0.0007463999991159653,0.04517659999874013,99.52351090000047,99.46882209999967,99.46882209999967,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
135,0,135,0,99.54186819999995,,,,,,,,,,,,,,,,,99.5258888999997,136,red,green,0.0,c,99.54186819999995,99.54186819999995,100.0216220000002,c,0.5480918999994169,1.0,0.4718035999994754,0.4718035999994754,-0.05,c,1,0.4718035999994754,None,100.02729159999944,0.0007313999994948972,0.0007313999994948972,0.06599249999999302,100.09987080000064,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
136,0,136,0,100.11773340000036,,,,,,,,,,,,,,,,,100.10180649999893,137,blue,red,0.0,m,100.11773340000036,100.11773340000036,100.60400479999953,nan,0.4980918999994169,0.0,,,0.05,None,0,,,100.60727009999937,0.0007755000006000046,0.0007755000006000046,0.04504290000113542,100.67367009999907,100.61879649999901,100.61879649999901,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
137,0,137,0,100.68905839999934,,,,,,,,,,,,,,,,,100.67540069999995,138,red,red,1.0,m,100.68905839999934,100.68905839999934,101.23726989999886,nan,0.5480918999994169,0.0,,,0.0,None,0,,,101.24095949999901,0.0007787999984429916,0.0007787999984429916,0.04467109999859531,101.3046505000002,101.25223910000022,101.25223910000022,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
138,0,138,0,101.32794379999905,,,,,,,,,,,,,,,,,101.30671129999973,139,yellow,green,0.0,c,101.32794379999905,101.32794379999905,101.45453799999996,m,0.5480918999994169,0.0,0.12191379999967467,,0.05,m,0,0.12191379999967467,None,101.45945849999953,0.0007456999992427882,0.0007456999992427882,0.41508109999995213,101.87882600000012,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
139,0,139,0,101.89076079999904,,,,,,,,,,,,,,,,,101.88021959999969,140,green,red,0.0,m,101.89076079999904,101.89076079999904,102.38759629999913,m,0.5980918999994169,1.0,0.48270390000107,0.48270390000107,-0.05,m,1,0.48270390000107,None,102.3916921,0.00041509999937261455,0.00041509999937261455,0.10579150000012305,102.50416450000012,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
140,0,140,0,102.52258319999964,,,,,,,,,,,,,,,,,102.50624570000036,141,blue,blue,1.0,l,102.52258319999964,102.52258319999964,102.98825290000059,l,0.5480918999994169,1.0,0.44904270000006363,0.44904270000006363,0.0,l,1,0.44904270000006363,None,102.99447320000036,0.001039499999023974,0.001039499999023974,0.08907529999851249,103.08489410000038,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
141,0,141,0,103.10473920000004,,,,,,,,,,,,,,,,,103.08670109999912,142,yellow,yellow,1.0,s,103.10473920000004,103.10473920000004,103.53828579999936,c,0.5480918999994169,0.0,0.421216299999287,,0.0,c,0,0.421216299999287,None,103.54517999999916,0.0006327999999484746,0.0006327999999484746,0.11636519999956363,103.66296130000046,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
142,0,142,0,103.68048649999946,,,,,,,,,,,,,,,,,103.66493590000027,143,green,blue,0.0,l,103.68048649999946,103.68048649999946,104.15591239999958,m,0.5480918999994169,0.0,0.47079929999927117,,0.05,m,0,0.47079929999927117,None,104.16118129999995,0.0006911999989824835,0.0006911999989824835,0.06678920000013022,104.2334250999993,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
143,0,143,0,104.24859149999975,,,,,,,,,,,,,,,,,104.2351495999992,144,red,green,0.0,c,104.24859149999975,104.24859149999975,104.82079840000006,c,0.5980918999994169,1.0,0.5557482000003802,0.5557482000003802,-0.05,c,1,0.5557482000003802,None,104.82525619999979,0.0007280999998329207,0.0007280999998329207,0.04343389999849023,104.88317090000055,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
144,0,144,0,104.90410209999936,,,,,,,,,,,,,,,,,104.88562079999974,145,green,green,1.0,c,104.90410209999936,104.90410209999936,105.27174079999895,c,0.5480918999994169,1.0,0.36516669999946316,0.36516669999946316,0.0,c,1,0.36516669999946316,None,105.27839859999949,0.0007329000000027008,0.0007329000000027008,0.17310960000031628,105.4525221999993,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
145,0,145,0,105.46720590000041,,,,,,,,,,,,,,,,,105.45363899999938,146,yellow,blue,0.0,l,105.46720590000041,105.46720590000041,105.92134179999994,l,0.5480918999994169,1.0,0.43765090000124474,0.43765090000124474,-0.05,l,1,0.43765090000124474,None,105.92723409999962,0.0007278000011865515,0.0007278000011865515,0.10008970000126283,106.0333642000005,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
146,0,146,0,106.05026499999985,,,,,,,,,,,,,,,,,106.0358572999994,147,green,red,0.0,m,106.05026499999985,106.05026499999985,106.42145259999961,m,0.4980918999994169,1.0,0.35714030000053754,0.35714030000053754,-0.05,m,1,0.35714030000053754,None,106.42700669999977,0.0006507999987661606,0.0006507999987661606,0.13137920000008307,106.56406369999968,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
147,0,147,0,106.5880632999997,,,,,,,,,,,,,,,,,106.56584639999892,148,yellow,yellow,1.0,s,106.5880632999997,106.5880632999997,107.02025820000017,nan,0.4480918999994169,0.0,,,0.0,None,0,,,107.02327630000036,0.0005887999996048165,0.0005887999996048165,0.045497499999328284,107.08354689999942,107.0350784000002,107.0350784000002,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
148,0,148,0,107.10703739999917,,,,,,,,,,,,,,,,,107.08578110000053,149,green,green,1.0,c,107.10703739999917,107.10703739999917,107.55366010000034,nan,0.4480918999994169,0.0,,,0.0,None,0,,,107.55734019999909,0.0010168999997404171,0.0010168999997404171,0.04478179999932763,107.62366400000064,107.568274199999,107.568274199999,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
149,0,149,0,107.64975099999901,,,,,,,,,,,,,,,,,107.62561809999897,150,yellow,red,0.0,m,107.64975099999901,107.64975099999901,108.0866117000005,nan,0.4480918999994169,0.0,,,0.05,None,0,,,108.08995700000014,0.000791499998740619,0.000791499998740619,0.045175699999163044,108.1540814,108.10181569999986,108.10181569999986,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
150,0,150,0,108.1722950000003,,,,,,,,,,,,,,,,,108.15593020000051,151,blue,blue,1.0,l,108.1722950000003,108.1722950000003,108.27073779999955,l,0.4980918999994169,1.0,0.09305069999936677,0.09305069999936677,0.0,l,1,0.09305069999936677,None,108.27835699999923,0.0007005999996181345,0.0007005999996181345,0.39392689999840513,108.67741240000032,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
151,0,151,0,108.69226139999955,,,,,,,,,,,,,,,,,108.67908109999917,152,yellow,yellow,1.0,s,108.69226139999955,108.69226139999955,109.10447690000001,s,0.4980918999994169,1.0,0.3978287999998429,0.3978287999998429,0.0,s,1,0.3978287999998429,None,109.10992579999947,0.0006319000003713882,0.0006319000003713882,0.08904529999927036,109.20461310000064,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
152,0,152,0,109.22084279999945,,,,,,,,,,,,,,,,,109.20597389999966,153,blue,red,0.0,m,109.22084279999945,109.22084279999945,109.70371859999977,nan,0.4980918999994169,0.0,,,0.05,None,0,,,109.70702720000008,0.0006241999999474501,0.0006241999999474501,0.0446111999990535,109.7634194000002,109.71817240000019,109.71817240000019,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
153,0,153,0,109.780300299999,,,,,,,,,,,,,,,,,109.76519819999885,154,green,green,1.0,c,109.780300299999,109.780300299999,110.15372100000059,c,0.5480918999994169,1.0,0.35735399999975925,0.35735399999975925,0.0,c,1,0.35735399999975925,None,110.15854699999909,0.0006018000003678026,0.0006018000003678026,0.18067379999956756,110.34539450000011,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
154,0,154,0,110.36186259999886,,,,,,,,,,,,,,,,,110.3472096000005,155,blue,red,0.0,m,110.36186259999886,110.36186259999886,110.87112929999967,m,0.5480918999994169,1.0,0.5019505000000208,0.5019505000000208,-0.05,m,1,0.5019505000000208,None,110.880674,0.0008522000007360475,0.0008522000007360475,0.038352300000042305,110.9341289999993,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
155,0,155,0,110.9504735999999,,,,,,,,,,,,,,,,,110.93606379999983,156,red,red,1.0,m,110.9504735999999,110.9504735999999,111.43675629999962,nan,0.4980918999994169,0.0,,,0.0,None,0,,,111.44005759999891,0.0006329000007099239,0.0006329000007099239,0.044846100001450395,111.50346220000029,111.45167740000034,111.45167740000034,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
156,0,156,0,111.52561810000043,,,,,,,,,,,,,,,,,111.50523040000007,157,green,blue,0.0,l,111.52561810000043,111.52561810000043,111.92125060000035,l,0.4980918999994169,1.0,0.3900333999990835,0.3900333999990835,-0.05,l,1,0.3900333999990835,None,111.92766269999993,0.0007936000001791399,0.0007936000001791399,0.09768540000004577,112.02688239999952,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
157,0,157,0,112.04600919999939,,,,,,,,,,,,,,,,,112.02876859999924,158,red,red,1.0,m,112.04600919999939,112.04600919999939,112.47113150000041,m,0.4480918999994169,1.0,0.4227999999984604,0.4227999999984604,0.0,m,1,0.4227999999984604,None,112.47570809999888,0.0007846000007702969,0.0007846000007702969,0.04297769999902812,112.53394440000011,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
158,0,158,0,112.55220819999886,,,,,,,,,,,,,,,,,112.53627830000005,159,blue,blue,1.0,l,112.55220819999886,112.55220819999886,112.9864533,nan,0.4480918999994169,0.0,,,0.0,None,0,,,112.98978580000039,0.0007035999988147523,0.0007035999988147523,0.04508739999982936,113.05348930000036,113.001514399999,113.001514399999,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
