experimentalBlock.thisRepN,experimentalBlock.thisTrialN,experimentalBlock.thisN,experimentalBlock.thisIndex,thisRow.t,notes,Instruction.started,instImage.started,Instruction.stopped,Instruction2.started,instImage2.started,Instruction2.stopped,starttask.started,startText.started,moveOn_3.started,starttask.stopped,moveOn_3.keys,moveOn_3.rt,moveOn_3.duration,sequenceGeneration.started,sequenceGeneration.stopped,experimentalTrial.started,myExp.trial,myExp.word,myExp.color,myExp.congruent,myExp.expectedResponse,stroopStim.started,stroopResp.started,experimentalTrial.stopped,myExp.observedResponse,myExp.trialDuration,myExp.Accuracy,myExp.RT_allTrials,myExp.RT_correctTrials,myExp.step,stroopResp.keys,stroopResp.corr,stroopResp.rt,stroopResp.duration,blank.started,fbSound.started,blankPeriod.started,fbSound.stopped,blank.stopped,stroopStim.stopped,stroopResp.stopped,End.started,endImage.started,endText.started,moveOn_4.started,End.stopped,moveOn_4.keys,moveOn_4.rt,moveOn_4.duration,participant,date,expName,psychopyVersion,frameRate,expStart,
48,0,48,0,48.164921499999764,,,,,,,,,,,,,,,,,48.146821099999215,49,green,blue,0.0,l,48.164921499999764,48.164921499999764,48.57297870000002,l,0.4480918999994169,1.0,0.39434020000044256,0.39434020000044256,-0.05,l,1,0.39434020000044256,None,48.577270699999644,0.0005548999997699866,0.0005548999997699866,0.04424339999968652,48.639908499999365,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
49,0,49,0,48.656354400000055,,,,,,,,,,,,,,,,,48.642082700000174,50,red,green,0.0,c,48.656354400000055,48.656354400000055,49.03940639999928,nan,0.3980918999994169,0.0,,,0.05,None,0,,,49.041971900000135,0.0005486000009113923,0.0005486000009113923,0.04620450000038545,49.10305030000018,49.05476590000035,49.05476590000035,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
50,0,50,0,49.119954800000414,,,,,,,,,,,,,,,,,49.10493089999909,51,green,green,1.0,c,49.119954800000414,49.119954800000414,49.13060889999906,m,0.4480918999994169,0.0,0.005441900000732858,,0.0,m,0,0.005441900000732858,None,49.13592570000037,0.000567600000067614,0.000567600000067614,0.4315755000006902,49.56861570000001,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
51,0,51,0,49.58441700000003,,,,,,,,,,,,,,,,,49.57081780000044,52,blue,blue,1.0,l,49.58441700000003,49.58441700000003,50.023376799999824,nan,0.4480918999994169,0.0,,,0.0,None,0,,,50.0266687000003,0.000672399999530171,0.000672399999530171,0.044897800000399,50.08380500000021,50.038136699999086,50.038136699999086,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
52,0,52,0,50.10188179999932,,,,,,,,,,,,,,,,,50.085814899999605,53,red,yellow,0.0,s,50.10188179999932,50.10188179999932,50.52383430000009,c,0.4480918999994169,0.0,0.4128548000007868,,0.05,c,0,0.4128548000007868,None,50.52860189999956,0.0006342000015138183,0.0006342000015138183,0.04288300000007439,50.582691600000544,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
53,0,53,0,50.59997370000019,,,,,,,,,,,,,,,,,50.583918399999675,54,yellow,red,0.0,m,50.59997370000019,50.59997370000019,51.08933679999973,nan,0.4980918999994169,0.0,,,0.05,None,0,,,51.092086099999506,0.000771500001064851,0.000771500001064851,0.04616689999966184,51.153366799999276,51.10484700000052,51.10484700000052,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
54,0,54,0,51.1677636000004,,,,,,,,,,,,,,,,,51.15538749999905,55,blue,blue,1.0,l,51.1677636000004,51.1677636000004,51.67514660000052,l,0.5480918999994169,1.0,0.5042911000000458,0.5042911000000458,0.0,l,1,0.5042911000000458,None,51.6810547999994,0.0007370999992417637,0.0007370999992417637,0.040699099999983446,51.74320850000004,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
55,0,55,0,51.77214020000065,,,,,,,,,,,,,,,,,51.74503999999979,56,green,red,0.0,m,51.77214020000065,51.77214020000065,52.20615739999994,c,0.5480918999994169,0.0,0.42812659999981406,,0.05,c,0,0.42812659999981406,None,52.20893299999989,0.0003786000015679747,0.0003786000015679747,0.10993490000146267,52.325942999999825,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
56,0,56,0,52.343135600000096,,,,,,,,,,,,,,,,,52.327810200000386,57,red,yellow,0.0,s,52.343135600000096,52.343135600000096,52.75789149999946,s,0.5980918999994169,1.0,0.4109267000003456,0.4109267000003456,-0.05,s,1,0.4109267000003456,None,52.76561740000034,0.0007558999986940762,0.0007558999986940762,0.17768599999908474,52.94460059999983,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
57,0,57,0,52.96879789999912,,,,,,,,,,,,,,,,,52.94647529999929,58,yellow,yellow,1.0,s,52.96879789999912,52.96879789999912,53.342470600000524,s,0.5480918999994169,1.0,0.37002340000071854,0.37002340000071854,0.0,s,1,0.37002340000071854,None,53.34814179999921,0.0006656000005023088,0.0006656000005023088,0.16764519999924232,53.522262799999226,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
58,0,58,0,53.540050800000245,,,,,,,,,,,,,,,,,53.524956699999166,59,blue,red,0.0,m,53.540050800000245,53.540050800000245,53.97395800000049,m,0.5480918999994169,1.0,0.42501699999957054,0.42501699999957054,-0.05,m,1,0.42501699999957054,None,53.97990840000057,0.0007681999995838851,0.0007681999995838851,0.11244210000040766,54.09706589999951,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
59,0,59,0,54.10887580000053,,,,,,,,,,,,,,,,,54.09837250000055,60,red,red,1.0,m,54.10887580000053,54.10887580000053,54.52326859999994,m,0.4980918999994169,1.0,0.40758350000032806,0.40758350000032806,0.0,m,1,0.40758350000032806,None,54.53011189999961,0.001360700000077486,0.001360700000077486,0.08195940000041446,54.61371820000022,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
60,0,60,0,54.63239260000046,,,,,,,,,,,,,,,,,54.615502700000434,61,blue,blue,1.0,l,54.63239260000046,54.63239260000046,55.024376100000154,l,0.4980918999994169,1.0,0.3777563999992708,0.3777563999992708,0.0,l,1,0.3777563999992708,None,55.03066529999887,0.0009365000005345792,0.0009365000005345792,0.110481499999878,55.1423309999991,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
61,0,61,0,55.15915630000018,,,,,,,,,,,,,,,,,55.14400179999939,62,green,red,0.0,m,55.15915630000018,55.15915630000018,55.65599699999984,nan,0.4980918999994169,0.0,,,0.05,None,0,,,55.65855790000023,0.0004996000006940449,0.0004996000006940449,0.04588090000106604,55.71237909999945,55.67106789999889,55.67106789999889,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
62,0,62,0,55.72643119999884,,,,,,,,,,,,,,,,,55.71366979999948,63,yellow,blue,0.0,l,55.72643119999884,55.72643119999884,56.141019999999116,l,0.5480918999994169,1.0,0.4062811999992846,0.4062811999992846,-0.05,l,1,0.4062811999992846,None,56.14786300000014,0.0007263000006787479,0.0007263000006787479,0.13161140000011073,56.28598260000035,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
63,0,63,0,56.30148310000004,,,,,,,,,,,,,,,,,56.28851029999896,64,red,red,1.0,m,56.30148310000004,56.30148310000004,56.78960879999977,nan,0.4980918999994169,0.0,,,0.0,None,0,,,56.79353330000049,0.0008316999992530327,0.0008316999992530327,0.04426640000019688,56.85386329999892,56.804578799999945,56.804578799999945,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
64,0,64,0,56.87272549999943,,,,,,,,,,,,,,,,,56.85600449999947,65,yellow,yellow,1.0,s,56.87272549999943,56.87272549999943,56.89239559999987,m,0.4980918999994169,0.0,0.013086299999486073,,0.0,m,0,0.013086299999486073,None,56.89743509999971,0.0008186000013665762,0.0008186000013665762,0.47585830000025453,57.3745171999999,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
65,0,65,0,57.38691470000049,,,,,,,,,,,,,,,,,57.37566109999898,66,blue,green,0.0,c,57.38691470000049,57.38691470000049,57.87219460000051,nan,0.4980918999994169,0.0,,,0.05,None,0,,,57.87508440000056,0.0004895999991276767,0.0004895999991276767,0.04619490000004589,57.93332499999997,57.88768720000007,57.88768720000007,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
66,0,66,0,57.95416110000042,,,,,,,,,,,,,,,,,57.936993400000574,67,yellow,yellow,1.0,s,57.95416110000042,57.95416110000042,58.489728299999115,nan,0.5480918999994169,0.0,,,0.0,None,0,,,58.49309969999922,0.000637700000879704,0.000637700000879704,0.04495619999943301,58.552987299999586,58.50434420000056,58.50434420000056,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
67,0,67,0,58.56916889999957,,,,,,,,,,,,,,,,,58.554925999998886,68,red,blue,0.0,l,58.56916889999957,58.56916889999957,59.10602259999905,nan,0.5480918999994169,0.0,,,0.05,None,0,,,59.10968529999991,0.0008474999995087273,0.0008474999995087273,0.04464159999952244,59.172964800000045,59.12131649999901,59.12131649999901,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
68,0,68,0,59.18636759999936,,,,,,,,,,,,,,,,,59.17416310000044,69,green,green,1.0,c,59.18636759999936,59.18636759999936,59.7724005,nan,0.5980918999994169,0.0,,,0.0,None,0,,,59.77515669999957,0.0006828999994468177,0.0006828999994468177,0.046317499998622225,59.833396099998936,59.787607899999784,59.787607899999784,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
69,0,69,0,59.852369300000646,,,,,,,,,,,,,,,,,59.83518550000008,70,yellow,yellow,1.0,s,59.852369300000646,59.852369300000646,60.373948599999494,s,0.5980918999994169,1.0,0.5107210999995004,0.5107210999995004,0.0,s,1,0.5107210999995004,None,60.37993789999928,0.0008846999990055338,0.0008846999990055338,0.0776981999988493,60.45936020000045,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
70,0,70,0,60.47654429999966,,,,,,,,,,,,,,,,,60.46130819999962,71,blue,green,0.0,c,60.47654429999966,60.47654429999966,61.04061089999959,c,0.5980918999994169,1.0,0.5608632999992551,0.5608632999992551,-0.05,c,1,0.5608632999992551,None,61.047076599999855,0.0006905999998707557,0.0006905999998707557,0.040459600000758655,61.10445260000051,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
71,0,71,0,61.12084859999959,,,,,,,,,,,,,,,,,61.10619899999983,72,yellow,yellow,1.0,s,61.12084859999959,61.12084859999959,61.65521429999899,nan,0.5480918999994169,0.0,,,0.0,None,0,,,61.65676849999909,0.00037710000106017105,0.00037710000106017105,0.04738050000014482,61.722640399999364,61.670723699999144,61.670723699999144,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
72,0,72,0,61.730404399999316,,,,,,,,,,,,,,,,,61.72327839999889,73,red,red,1.0,m,61.730404399999316,61.730404399999316,62.2723864999989,nan,0.5480918999994169,0.0,,,0.0,None,0,,,62.27598089999992,0.0006941999999980908,0.0006941999999980908,0.04535389999909967,62.334836500000165,62.287240499999825,62.287240499999825,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
73,0,73,0,62.35325770000054,,,,,,,,,,,,,,,,,62.33736669999962,74,blue,green,0.0,c,62.35325770000054,62.35325770000054,62.839893599999414,c,0.5480918999994169,1.0,0.47030500000073516,0.47030500000073516,-0.05,c,1,0.47030500000073516,None,62.845802800000456,0.0009294999999838183,0.0009294999999838183,0.06891889999860723,62.91637439999977,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
74,0,74,0,62.9310334999991,,,,,,,,,,,,,,,,,62.91832729999987,75,red,red,1.0,m,62.9310334999991,62.9310334999991,63.39034229999925,c,0.4980918999994169,0.0,0.4543835999993462,,0.0,c,0,0.4543835999993462,None,63.39738120000038,0.000906000001123175,0.000906000001123175,0.0402923000001465,63.45363600000019,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
75,0,75,0,63.47087950000059,,,,,,,,,,,,,,,,,63.455524799999694,76,green,green,1.0,c,63.47087950000059,63.47087950000059,63.95573759999934,nan,0.4980918999994169,0.0,,,0.0,None,0,,,63.959300799999255,0.0008431999995082151,0.0008431999995082151,0.04489400000056776,64.02387199999976,63.97063479999997,63.97063479999997,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
76,0,76,0,64.04119320000063,,,,,,,,,,,,,,,,,64.02582470000016,77,blue,yellow,0.0,s,64.04119320000063,64.04119320000063,64.53910019999967,nan,0.4980918999994169,0.0,,,0.05,None,0,,,64.5425895999997,0.0007034999998722924,0.0007034999998722924,0.04525429999921471,64.60355859999981,64.55396669999936,64.55396669999936,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
77,0,77,0,64.62281900000016,,,,,,,,,,,,,,,,,64.60551769999984,78,yellow,green,0.0,c,64.62281900000016,64.62281900000016,65.07358709999971,c,0.5480918999994169,1.0,0.447252899999512,0.447252899999512,-0.05,c,1,0.447252899999512,None,65.07837440000003,0.0006811000002926448,0.0006811000002926448,0.0912542999994912,65.1749906999994,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
78,0,78,0,65.19004099999984,,,,,,,,,,,,,,,,,65.17660660000001,79,blue,blue,1.0,l,65.19004099999984,65.19004099999984,65.59009320000041,l,0.4980918999994169,1.0,0.39063960000021325,0.39063960000021325,0.0,l,1,0.39063960000021325,None,65.59573789999922,0.0007939000006444985,0.0007939000006444985,0.09705440000107046,65.69900710000002,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
79,0,79,0,65.71788809999998,,,,,,,,,,,,,,,,,65.70132709999962,80,green,yellow,0.0,s,65.71788809999998,65.71788809999998,66.10678100000041,s,0.4980918999994169,1.0,0.3745538999992277,0.3745538999992277,-0.05,s,1,0.3745538999992277,None,66.11296439999933,0.0008582999998907326,0.0008582999998907326,0.11361620000025141,66.2279595,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
80,0,80,0,66.24514640000052,,,,,,,,,,,,,,,,,66.23024859999896,81,red,red,1.0,m,66.24514640000052,66.24514640000052,66.6570711000004,m,0.4480918999994169,1.0,0.4056538000004366,0.4056538000004366,0.0,m,1,0.4056538000004366,None,66.66263309999886,0.0006137000000308035,0.0006137000000308035,0.0415515000004234,66.72371399999975,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
81,0,81,0,66.73809729999994,,,,,,,,,,,,,,,,,66.72572839999884,82,yellow,yellow,1.0,s,66.73809729999994,66.73809729999994,67.17253879999953,nan,0.4480918999994169,0.0,,,0.0,None,0,,,67.17589989999942,0.0006128000004537171,0.0006128000004537171,0.044894399999975576,67.23362259999885,67.18742249999923,67.18742249999923,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
82,0,82,0,67.2555513999996,,,,,,,,,,,,,,,,,67.23565409999901,83,green,red,0.0,m,67.2555513999996,67.2555513999996,67.27269940000042,s,0.4480918999994169,0.0,0.012117799999032286,,0.05,s,0,0.012117799999032286,None,67.27645279999888,0.0004600000011123484,0.0004600000011123484,0.42495640000015555,67.70848759999899,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
83,0,83,0,67.72014940000008,,,,,,,,,,,,,,,,,67.7095651999989,84,red,red,1.0,m,67.72014940000008,67.72014940000008,68.20497599999908,nan,0.4980918999994169,0.0,,,0.0,None,0,,,68.2078462999998,0.0007157000000006519,0.0007157000000006519,0.046254700000645244,68.27345980000064,68.22034229999917,68.22034229999917,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
84,0,84,0,68.28927029999977,,,,,,,,,,,,,,,,,68.2750388000004,85,blue,green,0.0,c,68.28927029999977,68.28927029999977,68.77238240000042,nan,0.4980918999994169,0.0,,,0.05,None,0,,,68.77775529999963,0.0007808999998815125,0.0007808999998815125,0.04283399999985704,68.83315290000064,68.78727190000063,68.78727190000063,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
85,0,85,0,68.85051340000064,,,,,,,,,,,,,,,,,68.83446849999928,86,yellow,yellow,1.0,s,68.85051340000064,68.85051340000064,69.38888919999954,nan,0.5480918999994169,0.0,,,0.0,None,0,,,69.39272059999894,0.0008154000006470596,0.0008154000006470596,0.04465320000053907,69.45291469999938,69.40390209999896,69.40390209999896,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
86,0,86,0,69.47125790000064,,,,,,,,,,,,,,,,,69.45496950000052,87,blue,red,0.0,m,69.47125790000064,69.47125790000064,69.89029579999988,l,0.5480918999994169,0.0,0.4020557000003464,,0.05,l,0,0.4020557000003464,None,69.89557419999983,0.0007953999993333127,0.0007953999993333127,0.13602800000080606,70.03641369999968,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
87,0,87,0,70.0594756999999,,,,,,,,,,,,,,,,,70.04005229999893,88,yellow,green,0.0,c,70.0594756999999,70.0594756999999,70.48974689999886,c,0.5980918999994169,1.0,0.41221089999999094,0.41221089999999094,-0.05,c,1,0.41221089999999094,None,70.4955446999993,0.0006487000009656185,0.0006487000009656185,0.17490680000082648,70.67576530000042,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
88,0,88,0,70.68957219999902,,,,,,,,,,,,,,,,,70.67767889999959,89,blue,blue,1.0,l,70.68957219999902,70.68957219999902,71.1399851999995,l,0.5480918999994169,1.0,0.43457109999872046,0.43457109999872046,0.0,l,1,0.43457109999872046,None,71.14625309999974,0.0008959999995568069,0.0008959999995568069,0.10366729999987001,71.25134020000041,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
89,0,89,0,71.27166810000017,,,,,,,,,,,,,,,,,71.25374190000002,90,green,red,0.0,m,71.27166810000017,71.27166810000017,71.68990940000003,m,0.5480918999994169,1.0,0.3997540999989724,0.3997540999989724,-0.05,m,1,0.3997540999989724,None,71.69585629999892,0.0011207000006834278,0.0011207000006834278,0.13901810000061232,71.83631500000047,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
90,0,90,0,71.85431729999982,,,,,,,,,,,,,,,,,71.83820969999942,91,blue,blue,1.0,l,71.85431729999982,71.85431729999982,72.33775260000039,nan,0.4980918999994169,0.0,,,0.0,None,0,,,72.33949649999886,0.0003161999993608333,0.0003161999993608333,0.047682099999292404,72.40298810000058,72.35352450000028,72.35352450000028,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
91,0,91,0,72.41528400000061,,,,,,,,,,,,,,,,,72.40409639999962,92,green,yellow,0.0,s,72.41528400000061,72.41528400000061,72.90651509999952,nan,0.4980918999994169,0.0,,,0.05,None,0,,,72.9098525999998,0.0006594000005861744,0.0006594000005861744,0.043714100000215694,72.97411660000034,72.92025619999913,72.92025619999913,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
92,0,92,0,72.99154249999992,,,,,,,,,,,,,,,,,72.97647399999914,93,blue,red,0.0,m,72.99154249999992,72.99154249999992,73.42153659999894,m,0.5480918999994169,1.0,0.42869400000017777,0.42869400000017777,-0.05,m,1,0.42869400000017777,None,73.42474880000009,0.00033430000075895805,0.00033430000075895805,0.10697889999937615,73.55406029999904,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
93,0,93,0,73.5699224,,,,,,,,,,,,,,,,,73.55488689999947,94,yellow,yellow,1.0,s,73.5699224,73.5699224,74.05459419999897,nan,0.4980918999994169,0.0,,,0.0,None,0,,,74.05684490000021,0.0005908000002818881,0.0005908000002818881,0.04650980000042182,74.12303500000053,74.06994510000004,74.06994510000004,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
94,0,94,0,74.13384140000016,,,,,,,,,,,,,,,,,74.12472069999967,95,red,blue,0.0,l,74.13384140000016,74.13384140000016,74.6216958999994,nan,0.4980918999994169,0.0,,,0.05,None,0,,,74.62693620000027,0.0008389000013266923,0.0008389000013266923,0.04313990000082413,74.6850359,74.63693690000036,74.63693690000036,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
95,0,95,0,74.70048820000011,,,,,,,,,,,,,,,,,74.68715669999983,96,yellow,green,0.0,c,74.70048820000011,74.70048820000011,75.2048020000002,c,0.5480918999994169,1.0,0.4954350999996677,0.4954350999996677,-0.05,c,1,0.4954350999996677,None,75.20846229999916,0.0004079999998793937,0.0004079999998793937,0.04616059999898425,75.27798369999982,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
96,0,96,0,75.29371320000064,,,,,,,,,,,,,,,,,75.27963400000044,97,green,green,1.0,c,75.29371320000064,75.29371320000064,75.77189129999897,c,0.4980918999994169,1.0,0.4628949999987526,0.4628949999987526,0.0,c,1,0.4628949999987526,None,75.77755079999952,0.0006236999997781822,0.0006236999997781822,0.042514200000368874,75.83340589999898,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
97,0,97,0,75.84924990000036,,,,,,,,,,,,,,,,,75.8354073999999,98,blue,blue,1.0,l,75.84924990000036,75.84924990000036,76.33721909999986,nan,0.4980918999994169,0.0,,,0.0,None,0,,,76.34012830000029,0.0007965000004332978,0.0007965000004332978,0.0463913000003231,76.40320040000006,76.35319089999939,76.35319089999939,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
98,0,98,0,76.41805329999988,,,,,,,,,,,,,,,,,76.40526649999993,99,red,yellow,0.0,s,76.41805329999988,76.41805329999988,76.90425440000035,nan,0.4980918999994169,0.0,,,0.05,None,0,,,76.90695670000059,0.000628800000413321,0.000628800000413321,0.04631929999959539,76.97402990000046,76.91972689999966,76.91972689999966,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
99,0,99,0,76.99337439999908,,,,,,,,,,,,,,,,,76.9754438,100,yellow,red,0.0,m,76.99337439999908,76.99337439999908,77.52228730000024,m,0.5480918999994169,1.0,0.5207856999986689,0.5207856999986689,-0.05,m,1,0.5207856999986689,None,77.5282731999996,0.0008930999993026489,0.0008930999993026489,0.04180339999948046,77.5829902000005,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
100,0,100,0,77.59524930000043,,,,,,,,,,,,,,,,,77.58452190000025,101,red,red,1.0,m,77.59524930000043,77.59524930000043,78.02257549999922,m,0.4980918999994169,1.0,0.4145575000002282,0.4145575000002282,0.0,m,1,0.4145575000002282,None,78.02669659999992,0.0005948999987595016,0.0005948999987595016,0.073677399999724,78.10679549999986,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
101,0,101,0,78.12802770000053,,,,,,,,,,,,,,,,,78.10864050000055,102,green,green,1.0,c,78.12802770000053,78.12802770000053,78.62116810000043,nan,0.4980918999994169,0.0,,,0.0,None,0,,,78.6244186999993,0.0007015000010142103,0.0007015000010142103,0.045603100001244457,78.68336719999934,78.63649629999964,78.63649629999964,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
102,0,102,0,78.70292139999947,,,,,,,,,,,,,,,,,78.68517179999981,103,yellow,blue,0.0,l,78.70292139999947,78.70292139999947,78.75652239999908,c,0.4980918999994169,0.0,0.04332290000093053,,0.05,c,0,0.04332290000093053,None,78.76298329999918,0.0008318000000144821,0.0008318000000144821,0.44518670000070415,79.20964400000048,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
103,0,103,0,79.23042010000063,,,,,,,,,,,,,,,,,79.21212439999908,104,blue,blue,1.0,l,79.23042010000063,79.23042010000063,79.67188969999916,l,0.5480918999994169,1.0,0.4312970999999379,0.4312970999999379,0.0,l,1,0.4312970999999379,None,79.68061119999948,0.0009549000005790731,0.0009549000005790731,0.10736659999929543,79.7894680999998,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
