experimentalBlock.thisRepN,experimentalBlock.thisTrialN,experimentalBlock.thisN,experimentalBlock.thisIndex,thisRow.t,notes,Instruction.started,instImage.started,Instruction.stopped,Instruction2.started,instImage_2.started,Instruction2.stopped,starttask.started,startText.started,moveOn_3.started,starttask.stopped,moveOn_3.keys,moveOn_3.rt,moveOn_3.duration,sequenceGeneration.started,sequenceGeneration.stopped,experimentalTrial.started,myExp.trial,myExp.word,myExp.color,myExp.congruent,myExp.expectedResponse,stroopStim.started,stroopResp.started,experimentalTrial.stopped,myExp.observedResponse,myExp.trialDuration,myExp.Accuracy,myExp.RT_allTrials,myExp.step,stroopResp.keys,stroopResp.corr,stroopResp.rt,stroopResp.duration,blank.started,fbSound.started,blankPeriod.started,fbSound.stopped,blank.stopped,myExp.RT_correctTrials,stroopStim.stopped,stroopResp.stopped,End.started,endImage.started,endText.started,moveOn_4.started,End.stopped,moveOn_4.keys,moveOn_4.rt,moveOn_4.duration,participant,date,expName,psychopyVersion,frameRate,expStart,
41,0,41,0,66.25927099999899,,,,,,,,,,,,,,,,,66.23913259999972,42,yellow,green,0.0,c,66.25927099999899,66.25927099999899,67.35023569999976,nan,1.0980918999994174,0.0,,0.0,None,0,,,67.35437719999936,0.0008949000002758112,0.0008949000002758112,0.044243899999855785,67.41626569999971,,67.36509509999996,67.36509509999996,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
42,0,42,0,67.43428610000046,,,,,,,,,,,,,,,,,67.41818299999977,43,green,green,1.0,c,67.43428610000046,67.43428610000046,68.51733199999944,nan,1.0980918999994174,0.0,,0.0,None,0,,,68.5208406999991,0.0007874000002630055,0.0007874000002630055,0.04412090000005264,68.58641949999947,,68.53172970000014,68.53172970000014,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
43,0,43,0,68.6069480999995,,,,,,,,,,,,,,,,,68.58922580000035,44,blue,yellow,0.0,s,68.6069480999995,68.6069480999995,69.69925279999916,nan,1.0980918999994174,0.0,,0.0,None,0,,,69.70075449999968,0.00040020000051299576,0.00040020000051299576,0.04743349999989732,69.76608370000031,,69.71519269999953,69.71519269999953,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
44,0,44,0,69.78082249999898,,,,,,,,,,,,,,,,,69.76753519999875,45,green,green,1.0,c,69.78082249999898,69.78082249999898,70.86631060000036,nan,1.0980918999994174,0.0,,0.0,None,0,,,70.86954100000003,0.000605100000029779,0.000605100000029779,0.045545400000264635,70.93665789999977,,70.8813455999989,70.8813455999989,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
45,0,45,0,70.95177519999925,,,,,,,,,,,,,,,,,70.93805969999994,46,blue,yellow,0.0,s,70.95177519999925,70.95177519999925,72.04950429999917,nan,1.0980918999994174,0.0,,0.0,None,0,,,72.05250809999961,0.0007418999994115438,0.0007418999994115438,0.04587879999962752,72.11631219999981,,72.06475940000018,72.06475940000018,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
46,0,46,0,72.13228799999888,,,,,,,,,,,,,,,,,72.11783599999944,47,red,red,1.0,m,72.13228799999888,72.13228799999888,73.215991699999,nan,1.0980918999994174,0.0,,0.0,None,0,,,73.21926009999879,0.0006965000011405209,0.0006965000011405209,0.04558750000069267,73.27679360000002,,73.23126339999908,73.23126339999908,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
47,0,47,0,73.29452649999985,,,,,,,,,,,,,,,,,73.2786445999991,48,green,green,1.0,c,73.29452649999985,73.29452649999985,74.38325629999963,nan,1.0980918999994174,0.0,,0.0,None,0,,,74.38675899999907,0.00066059999880963,0.00066059999880963,0.04461259999879985,74.44660149999982,,74.39828370000032,74.39828370000032,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
48,0,48,0,74.46573569999964,,,,,,,,,,,,,,,,,74.44894690000001,49,yellow,red,0.0,m,74.46573569999964,74.46573569999964,75.55020589999913,nan,1.0980918999994174,0.0,,0.0,None,0,,,75.55385249999927,0.0009141999998973915,0.0009141999998973915,0.04416219999984605,75.61774429999969,,75.56459879999966,75.56459879999966,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
49,0,49,0,75.63679559999946,,,,,,,,,,,,,,,,,75.6197147999992,50,green,green,1.0,c,75.63679559999946,75.63679559999946,76.73308319999887,nan,1.0980918999994174,0.0,,0.0,None,0,,,76.73679309999898,0.0007850000001781154,0.0007850000001781154,0.044679300001007505,76.79658019999988,,76.74780749999991,76.74780749999991,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
50,0,50,0,76.81453779999902,,,,,,,,,,,,,,,,,76.79836619999878,51,red,yellow,0.0,s,76.81453779999902,76.81453779999902,77.89926139999989,nan,1.0980918999994174,0.0,,0.0,None,0,,,77.90248690000044,0.0006759000007150462,0.0006759000007150462,0.04531940000015311,77.96686599999884,,77.91448639999908,77.91448639999908,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
51,0,51,0,77.9850406000005,,,,,,,,,,,,,,,,,77.96893180000006,52,yellow,blue,0.0,l,77.9850406000005,77.9850406000005,79.08277679999992,nan,1.0980918999994174,0.0,,0.0,None,0,,,79.08584449999944,0.0004301000008126721,0.0004301000008126721,0.044449600000007194,79.14499969999997,,79.0972185999999,79.0972185999999,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
52,0,52,0,79.15229089999957,,,,,,,,,,,,,,,,,79.14582599999994,53,red,red,1.0,m,79.15229089999957,79.15229089999957,80.24925970000004,nan,1.0980918999994174,0.0,,0.0,None,0,,,80.25309179999931,0.0006957000005058944,0.0006957000005058944,0.04495099999985541,80.31730409999909,,80.26442479999969,80.26442479999969,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
53,0,53,0,80.33305569999902,,,,,,,,,,,,,,,,,80.31916289999936,54,blue,blue,1.0,l,80.33305569999902,80.33305569999902,81.41549250000025,nan,1.0980918999994174,0.0,,0.0,None,0,,,81.41795909999928,0.000562299999728566,0.000562299999728566,0.046075700000073994,81.47641060000024,,81.4308306999992,81.4308306999992,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
54,0,54,0,81.49480140000014,,,,,,,,,,,,,,,,,81.47848859999976,55,yellow,green,0.0,c,81.49480140000014,81.49480140000014,82.58232820000012,nan,1.0980918999994174,0.0,,0.0,None,0,,,82.5856447999995,0.0006351000010909047,0.0006351000010909047,0.04543290000037814,82.6466719,,82.5975443999996,82.5975443999996,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
55,0,55,0,82.6662639999995,,,,,,,,,,,,,,,,,82.64874849999978,56,red,blue,0.0,l,82.6662639999995,82.6662639999995,83.74946900000032,nan,1.0980918999994174,0.0,,0.0,None,0,,,83.7532768000001,0.0008807999984128401,0.0008807999984128401,0.0446111999990535,83.81689539999934,,83.76409439999952,83.76409439999952,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
56,0,56,0,83.83636189999925,,,,,,,,,,,,,,,,,83.81883819999894,57,green,green,1.0,c,83.83636189999925,83.83636189999925,84.93234019999909,nan,1.0980918999994174,0.0,,0.0,None,0,,,84.93575779999992,0.0005870000004506437,0.0005870000004506437,0.04513539999970817,84.99642649999987,,84.94721919999938,84.94721919999938,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
57,0,57,0,85.01397109999925,,,,,,,,,,,,,,,,,84.99842530000024,58,blue,blue,1.0,l,85.01397109999925,85.01397109999925,86.09899229999974,nan,1.0980918999994174,0.0,,0.0,None,0,,,86.10264929999903,0.000750399998651119,0.000750399998651119,0.04492219999883673,86.16720759999953,,86.1137620999998,86.1137620999998,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
58,0,58,0,86.18592279999939,,,,,,,,,,,,,,,,,86.16902800000025,59,yellow,green,0.0,c,86.18592279999939,86.18592279999939,86.25021269999888,l,1.0980918999994174,0.0,0.04549159999987751,0.0,l,0,0.04549159999987751,None,86.25580749999972,0.0011282000014034566,0.0011282000014034566,1.0436039000014716,87.30087789999925,,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
59,0,59,0,87.31881959999919,,,,,,,,,,,,,,,,,87.3027003999996,60,red,red,1.0,m,87.31881959999919,87.31881959999919,87.90004789999875,m,1.0980918999994174,1.0,0.5681497000005038,0.0,m,1,0.5681497000005038,None,87.9058812000003,0.0008237999991251854,0.0008237999991251854,0.5169041999997717,88.43021120000049,0.5681497000005038,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
60,0,60,0,88.44662479999897,,,,,,,,,,,,,,,,,88.43090859999938,61,green,green,1.0,c,88.44662479999897,88.44662479999897,88.90004289999888,c,1.0980918999994174,1.0,0.4469019999996817,0.0,c,1,0.4469019999996817,None,88.9062130000002,0.0010462999998708256,0.0010462999998708256,0.6429330000009941,89.55096239999875,0.4469019999996817,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
61,0,61,0,89.56869749999896,,,,,,,,,,,,,,,,,89.55273239999951,62,blue,red,0.0,m,89.56869749999896,89.56869749999896,90.3161928999998,m,1.0980918999994174,1.0,0.7425978999999643,0.0,m,1,0.7425978999999643,None,90.3218412999995,0.0008374999997613486,0.0008374999997613486,0.3454615999999078,90.67362700000012,0.7425978999999643,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
62,0,62,0,90.69152880000001,,,,,,,,,,,,,,,,,90.67575769999894,63,green,green,1.0,c,90.69152880000001,90.69152880000001,91.1481547000003,c,1.0980918999994174,1.0,0.45428850000098464,0.0,c,1,0.45428850000098464,None,91.15147979999892,0.00041600000076869037,0.00041600000076869037,0.63401420000082,91.79143250000016,0.45428850000098464,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
63,0,63,0,91.8105859999996,,,,,,,,,,,,,,,,,91.79336309999962,64,red,red,1.0,m,91.8105859999996,91.8105859999996,92.28346539999984,m,1.0980918999994174,1.0,0.45972359999905166,0.0,m,1,0.45972359999905166,None,92.28994029999922,0.0008754999998927815,0.0008754999998927815,0.6288319999985106,92.92481579999912,0.45972359999905166,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
64,0,64,0,92.94204170000012,,,,,,,,,,,,,,,,,92.92658589999883,65,green,blue,0.0,l,92.94204170000012,92.94204170000012,93.34980480000013,l,1.0980918999994174,1.0,0.3995270999985223,0.0,l,1,0.3995270999985223,None,93.35402609999983,0.0008224000011978205,0.0008224000011978205,0.6878252000005887,94.04665959999875,0.3995270999985223,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
65,0,65,0,94.05758819999937,,,,,,,,,,,,,,,,,94.04770859999917,66,red,red,1.0,m,94.05758819999937,94.05758819999937,94.51563119999992,m,1.0980918999994174,1.0,0.45399080000061076,0.0,m,1,0.45399080000061076,None,94.52134730000034,0.0007150000001274748,0.0007150000001274748,0.6347077999998874,95.16212319999977,0.45399080000061076,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
66,0,66,0,95.17591609999909,,,,,,,,,,,,,,,,,95.16361089999918,67,blue,yellow,0.0,s,95.17591609999909,95.17591609999909,95.63222109999879,s,1.0980918999994174,1.0,0.447899700000562,0.0,s,1,0.447899700000562,None,95.63636810000025,0.0005450000007840572,0.0005450000007840572,0.6399682000010216,96.28093529999933,0.447899700000562,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
67,0,67,0,96.29265979999946,,,,,,,,,,,,,,,,,96.28216749999956,68,red,red,1.0,m,96.29265979999946,96.29265979999946,96.73219889999928,m,1.0980918999994174,1.0,0.43342110000048706,0.0,m,1,0.43342110000048706,None,96.73730539999997,0.0007521000006818213,0.0007521000006818213,0.6540867000003345,97.39671439999984,0.43342110000048706,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
68,0,68,0,97.40781029999926,,,,,,,,,,,,,,,,,97.39791680000053,69,blue,yellow,0.0,s,97.40781029999926,97.40781029999926,97.84858299999905,c,1.0980918999994174,0.0,0.4274449000004097,0.0,c,0,0.4274449000004097,None,97.85467789999893,0.000965199998972821,0.000965199998972821,0.6612396000000444,98.52149859999918,,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
69,0,69,0,98.53628969999954,,,,,,,,,,,,,,,,,98.52284849999887,70,red,red,1.0,m,98.53628969999954,98.53628969999954,99.0165049999996,m,1.0980918999994174,1.0,0.46968159999960335,0.0,m,1,0.46968159999960335,None,99.02231570000004,0.0007956999997986713,0.0007956999997986713,0.6187401000006503,99.64267870000003,0.46968159999960335,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
70,0,70,0,99.66261669999949,,,,,,,,,,,,,,,,,99.64452270000038,71,green,green,1.0,c,99.66261669999949,99.66261669999949,100.13284369999928,c,1.0980918999994174,1.0,0.4564485999999306,0.0,c,1,0.4564485999999306,None,100.13960179999958,0.000736099998903228,0.000736099998903228,0.6316017999997712,100.77258099999926,0.4564485999999306,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
71,0,71,0,100.78739159999895,,,,,,,,,,,,,,,,,100.77373559999978,72,red,yellow,0.0,s,100.78739159999895,100.78739159999895,101.23273019999942,s,1.0980918999994174,1.0,0.43880759999956354,0.0,s,1,0.43880759999956354,None,101.23920580000049,0.0010962000014842488,0.0010962000014842488,0.6495586000000912,101.89348020000034,0.43880759999956354,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
72,0,72,0,101.90815979999934,,,,,,,,,,,,,,,,,101.89482130000033,73,blue,green,0.0,c,101.90815979999934,101.90815979999934,102.36531669999931,c,1.0980918999994174,1.0,0.45253840000077616,0.0,c,1,0.45253840000077616,None,102.36993760000041,0.0006560000001627486,0.0006560000001627486,0.6339296999994986,103.00882549999915,0.45253840000077616,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
73,0,73,0,103.02135780000026,,,,,,,,,,,,,,,,,103.01011759999892,74,green,green,1.0,c,103.02135780000026,103.02135780000026,103.48009599999932,c,1.0980918999994174,1.0,0.4427154999993945,0.0,c,1,0.4427154999993945,None,103.48242029999892,0.00028449999990698416,0.00028449999990698416,0.644966600000771,104.13619870000002,0.4427154999993945,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
74,0,74,0,104.14610429999993,,,,,,,,,,,,,,,,,104.13729140000032,75,blue,yellow,0.0,s,104.14610429999993,104.14610429999993,104.59806039999967,s,1.0980918999994174,1.0,0.4471928000002663,0.0,s,1,0.4471928000002663,None,104.60163569999895,0.00046269999984360766,0.00046269999984360766,0.6402426000004198,105.2476917999993,0.4471928000002663,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
75,0,75,0,105.26568459999908,,,,,,,,,,,,,,,,,105.2496071000005,76,green,red,0.0,m,105.26568459999908,105.26568459999908,105.8658861999993,m,1.0980918999994174,1.0,0.5890183000010438,0.0,m,1,0.5890183000010438,None,105.871873099999,0.0008386999998037936,0.0008386999998037936,0.4989012999994884,106.37647319999996,0.5890183000010438,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
76,0,76,0,106.39204529999915,,,,,,,,,,,,,,,,,106.3781125000005,77,red,red,1.0,m,106.39204529999915,106.39204529999915,106.83078729999943,m,1.0980918999994174,1.0,0.4289963000010175,0.0,m,1,0.4289963000010175,None,106.83572739999909,0.000776400000177091,0.000776400000177091,0.6600047000010818,107.49894219999987,0.4289963000010175,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
77,0,77,0,107.51240060000055,,,,,,,,,,,,,,,,,107.4997499000001,78,yellow,yellow,1.0,s,107.51240060000055,107.51240060000055,107.98148459999902,s,1.0980918999994174,1.0,0.4541337000009662,0.0,s,1,0.4541337000009662,None,107.98715830000037,0.0008723000009922544,0.0008723000009922544,0.6337532000015926,108.62589879999905,0.4541337000009662,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
78,0,78,0,108.63999460000014,,,,,,,,,,,,,,,,,108.62767890000032,79,blue,red,0.0,m,108.63999460000014,108.63999460000014,109.08086849999927,m,1.0980918999994174,1.0,0.43001949999961653,0.0,m,1,0.43001949999961653,None,109.08502959999896,0.00044950000119570177,0.00044950000119570177,0.6584775000010268,109.74792259999958,0.43001949999961653,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
79,0,79,0,109.76049559999956,,,,,,,,,,,,,,,,,109.74930119999954,80,yellow,yellow,1.0,s,109.76049559999956,109.76049559999956,110.17979579999883,s,1.0980918999994174,1.0,0.4156507000006968,0.0,s,1,0.4156507000006968,None,110.18196869999883,0.0003166999995301012,0.0003166999995301012,0.6704965000008087,110.86300649999976,0.4156507000006968,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
80,0,80,0,110.87916769999902,,,,,,,,,,,,,,,,,110.86414879999938,81,green,blue,0.0,l,110.87916769999902,110.87916769999902,111.61514220000026,l,1.0980918999994174,1.0,0.7260107000001881,0.0,l,1,0.7260107000001881,None,111.62124029999904,0.0007918000010249671,0.0007918000010249671,0.36123070000030566,111.98679929999889,0.7260107000001881,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
81,0,81,0,111.99776360000033,,,,,,,,,,,,,,,,,111.98806089999925,82,red,green,0.0,c,111.99776360000033,111.99776360000033,112.73148310000033,m,1.0980918999994174,0.0,0.7227349000004324,0.0,m,0,0.7227349000004324,None,112.73592230000031,0.0006052000007912284,0.0006052000007912284,0.36380989999997837,113.11305770000035,,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
82,0,82,0,113.12864660000014,,,,,,,,,,,,,,,,,113.11450650000006,83,green,green,1.0,c,113.12864660000014,113.12864660000014,113.84876280000026,c,1.0980918999994174,1.0,0.7030360999997356,0.0,c,1,0.7030360999997356,None,113.8549955999988,0.0008861999995133374,0.0008861999995133374,0.3846374000004289,114.2410746000005,0.7030360999997356,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
83,0,83,0,114.25592609999876,,,,,,,,,,,,,,,,,114.24269119999917,84,blue,yellow,0.0,s,114.25592609999876,114.25592609999876,114.74829390000014,s,1.0980918999994174,1.0,0.48571829999855254,0.0,s,1,0.48571829999855254,None,114.75455089999923,0.0011121000006824033,0.0011121000006824033,0.6029151000002457,115.35907059999954,0.48571829999855254,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
84,0,84,0,115.38208049999957,,,,,,,,,,,,,,,,,115.36091579999993,85,red,red,1.0,m,115.38208049999957,115.38208049999957,115.8152527000002,m,1.0980918999994174,1.0,0.4259283999999752,0.0,m,1,0.4259283999999752,None,115.82165209999948,0.0008862000013323268,0.0008862000013323268,0.6617844000011246,116.48764370000026,0.4259283999999752,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
85,0,85,0,116.49817409999923,,,,,,,,,,,,,,,,,116.48845799999981,86,yellow,yellow,1.0,s,116.49817409999923,116.49817409999923,116.98138089999884,s,1.0980918999994174,1.0,0.4649952999989182,0.0,s,1,0.4649952999989182,None,116.98670469999888,0.0006733999998687068,0.0006733999998687068,0.6215862999997626,117.61311190000015,0.4649952999989182,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
86,0,86,0,117.62120089999917,,,,,,,,,,,,,,,,,117.61381009999968,87,red,green,0.0,c,117.62120089999917,117.62120089999917,118.08030729999882,c,1.0980918999994174,1.0,0.44291420000081416,0.0,c,1,0.44291420000081416,None,118.08498089999921,0.0005338000009942334,0.0005338000009942334,0.6441568000009283,118.73523840000053,0.44291420000081416,,,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
87,0,87,0,118.75385979999919,,,,,,,,,,,,,,,,,118.73709529999905,88,green,green,1.0,c,118.75385979999919,118.75385979999919,119.84659949999877,nan,1.0980918999994174,0.0,,0.0,None,0,,,119.84905059999983,0.0004977000007784227,0.0004977000007784227,0.046441099999356084,119.91642030000003,,119.86193479999929,119.86193479999929,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
88,0,88,0,119.93551079999997,,,,,,,,,,,,,,,,,119.91837619999933,89,yellow,red,0.0,m,119.93551079999997,119.93551079999997,121.0299412000004,nan,1.0980918999994174,0.0,,0.0,None,0,,,121.0320202999992,0.00035260000004200265,0.00035260000004200265,0.04662900000039372,121.09636959999989,,121.0455108999995,121.0455108999995,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
89,0,89,0,121.10969870000008,,,,,,,,,,,,,,,,,121.0982340999999,90,green,green,1.0,c,121.10969870000008,121.10969870000008,122.19666349999898,nan,1.0980918999994174,0.0,,0.0,None,0,,,122.19841379999889,0.0003544999999576248,0.0003544999999576248,0.04685129999961646,122.26606390000052,,122.21183380000002,122.21183380000002,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
90,0,90,0,122.27505249999922,,,,,,,,,,,,,,,,,122.26700379999966,91,blue,red,0.0,m,122.27505249999922,122.27505249999922,123.36263820000022,nan,1.0980918999994174,0.0,,0.0,None,0,,,123.36450839999998,0.0003482000010990305,0.0003482000010990305,0.04726040000059584,123.42599239999981,,123.37824659999933,123.37824659999933,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
91,0,91,0,123.43743249999898,,,,,,,,,,,,,,,,,123.42723389999992,92,red,green,0.0,c,123.43743249999898,123.43743249999898,124.52943149999919,nan,1.0980918999994174,0.0,,0.0,None,0,,,124.53166190000047,0.00043680000089807436,0.00043680000089807436,0.04682690000117873,124.59619980000025,,124.54509529999996,124.54509529999996,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
92,0,92,0,124.60610499999893,,,,,,,,,,,,,,,,,124.59700169999996,93,yellow,yellow,1.0,s,124.60610499999893,124.60610499999893,125.69656609999947,nan,1.0980918999994174,0.0,,0.0,None,0,,,125.69972029999917,0.0006240000002435409,0.0006240000002435409,0.04572279999956663,125.76667610000004,,125.71163329999945,125.71163329999945,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
93,0,93,0,125.79135089999909,,,,,,,,,,,,,,,,,125.7684995999989,94,green,blue,0.0,l,125.79135089999909,125.79135089999909,126.87901210000018,nan,1.0980918999994174,0.0,,0.0,None,0,,,126.88056469999901,0.0002655000007507624,0.0002655000007507624,0.047607299999071984,126.94577449999997,,126.8948208999991,126.8948208999991,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
94,0,94,0,126.95869689999927,,,,,,,,,,,,,,,,,126.9470497000002,95,red,red,1.0,m,126.95869689999927,126.95869689999927,128.04595100000006,nan,1.0980918999994174,0.0,,0.0,None,0,,,128.04862979999962,0.00037259999953676015,0.00037259999953676015,0.04622369999924558,128.10724149999987,,128.06161939999947,128.06161939999947,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
95,0,95,0,128.12174009999944,,,,,,,,,,,,,,,,,128.10899289999907,96,green,yellow,0.0,s,128.12174009999944,128.12174009999944,129.21257279999918,nan,1.0980918999994174,0.0,,0.0,None,0,,,129.2170757999993,0.0009069999996427214,0.0009069999996427214,0.04430989999855228,129.2754907999988,,129.22795509999924,129.22795509999924,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
96,0,96,0,129.28378479999992,,,,,,,,,,,,,,,,,129.27617250000003,97,red,red,1.0,m,129.28378479999992,129.28378479999992,130.37889129999894,nan,1.0980918999994174,0.0,,0.0,None,0,,,130.38058509999973,0.0005185999998502666,0.0005185999998502666,0.04732069999954547,130.44641559999945,,130.39461019999908,130.39461019999908,,,,,,,,,01,2025-08-21_14h02.06.839,standardStroop,2023.2.1,59.89243318974531,2025-08-21 14h02.19.944406 +0100,
