thisRow.t,notes,Instruction.started,instImage.started,Instruction.stopped,Instruction2.started,instImage_2.started,Instruction2.stopped,starttask.started,startText.started,moveOn_3.started,starttask.stopped,moveOn_3.keys,moveOn_3.rt,moveOn_3.duration,sequenceGeneration.started,sequenceGeneration.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,0.00550430000112101,0.04718380000122124,2.2385453000006237,2.2385785000005853,2.2779544000004535,3.605203800001618,3.6052292000003945,3.617560400000002,3.617560400000002,4.420376100000794,space,0.7959885000000213,None,,,01,2025-08-21_14h07.58.083,controlStroop,2023.2.1,60.07286838932936,2025-08-21 14h08.10.976393 +0100,
,,,,,,,,,,,,,,,4.42043570000169,4.918677800000296,,,,,,,
